EventDate,Period,Page number (if applic),Recipient name (original transcription),Nature of recipient (original transcription),Name,Institution - common name from Exit Books,Town/City,Level of study ,School type,Denomination/organisation,No. of objects,Event information (any extra information not in list of specimens),BHL Exit Book Link,BHL School Letter Book Link (Vol 1 only)
09.07.1921,1915-1938,158,Miss Tittleboam,Jews Free School,Tittleboam,Jews Free School,London,Elementary ,Voluntary,Jewish,23,,https://biodiversitylibrary.org/page/57407675,
22.11.1922,1915-1938,161,Miss F S Henderson,"Cambridge Rd Girls School, Ellesmere Port, Cheshire","Henderson, F S",Cambridge Road Council Girls School,Ellesmere Port,Elementary ,Voluntary,Church of England ,23,Museum duplicates:-,https://biodiversitylibrary.org/page/57407678,
08.06.1923,1915-1938,167,Miss E Elliot,"High School for Girls, Sutton, Surrey","Elliot, E",High School for Girls,Sutton,Secondary ,Private,,31,Museum duplicates 31,https://biodiversitylibrary.org/page/57407684,
11.10.1924,1915-1938,172,"Mr T Hunter, passenger to Seccondee M S ABA","c/o Elder Demster & Co, Liverpool","Hunter, T","School Museum, Comassie",Kumasi,Unknown,Unknown,,25,"The following samples of Oil & Oilcake for the School Museum, Commassie",https://biodiversitylibrary.org/page/57407689,
03.03.1925,1915-1938,176,N H Barker,"Wimbledon Educational Dept, 45 St George's Rd, Wimbledon","Barker, N H",Wimbledon Educational Department,London,School Board,Board,,66,"Ack 6.iii.25 by MR Barker also by H Emerson Smith LIB clerk to the Education Committee Borough of Wimbledon Education Office, 12 Queens Rd, Wimbledon, 14.iii.1925",https://biodiversitylibrary.org/page/57407693,
15.12.1926,1915-1938,186,Prof H Pabisch,"VI Grasgasse Nr 5, Vienna","Pabisch, Heinrich, Professor",Handelsschule,Vienna,Unknown,Unknown,,8,,https://biodiversitylibrary.org/page/57407703,
17.11.1927,1915-1938,192,Head Master,"Central School, Richmond",,Central School,London,Secondary ,Board,,29,"For list see page 193, as for F C Whealer",https://biodiversitylibrary.org/page/57407709,
17.11.1927,1915-1938,193,"F C Whealer, Head Master","Belmont Boys School, Chiswick","Whealer, F C",Belmont Boys School,London,Elementary ,Board,,29,Woods of miscellaneous specimens as under -,https://biodiversitylibrary.org/page/57407710,
17.11.1927,1915-1938,194,Technical Instructor,"Hogarth Senior Boys School, Chiswick",,Hogarth Senior Boys School,London,Secondary ,Board,,29,,https://biodiversitylibrary.org/page/57407711,
07.02.1928,1915-1938,195,Mr C J Smith,"Brittania C School, Bacup","Smith, C J",Brittania C School,Bacup,Elementary ,Board,,37,,https://biodiversitylibrary.org/page/57407712,
23.02.1928,1915-1938,195,Mr W F Spalding,"Manual Training School, 4 South End, Ledbury","Spalding, W F",Manual Training School,Ledbury,Elementary ,Technical/vocational ,,10,,https://biodiversitylibrary.org/page/57407712,
13.06.1928,1915-1938,195,Chas F Tickell,"City of Birmingham Education Committee, Leigh Rd, Council School, Manual Dept","Tickell, Charles F",Birmingham Education Committee,Birmingham,,Board,,25,,https://biodiversitylibrary.org/page/57407712,
24.07.1928,1915-1938,196,H J Hines,"Tonbridge Rd Council School, Maidstone","Hines, H J",Tonbridge Road Council School,Maidstone,Elementary ,Board,,47,24.7.28,https://biodiversitylibrary.org/page/57407713,
23.11.1928,1915-1938,198,S Horsley,"Handicraft Dept, Wilbraham School, Manchester","Horsley, S",Wilbraham School,Manchester,Elementary ,Board,,25,,https://biodiversitylibrary.org/page/57407715,
05.03.1929,1915-1938,199,H Noble,"Handicraft Dept, Stanley Grove School, Longsight, Manchester","Noble, H",Stanley Grove School,Manchester,Elementary ,Board,,27,,https://biodiversitylibrary.org/page/57407716,
23.03.1932,1915-1938,219,Miss M A Washbrock MSc,"County School for Girls, Dartford","Washbrock, M A","County School for Girls, Dartford",Dartford,Secondary ,Endowed/grammar ,,17,17 specimens of economic plants for natural history exhibit (forwarded through Curator),https://biodiversitylibrary.org/page/57407736,
05.10.1933,1915-1938,225,A L Thomas Esq,"Tonbridge School, Tonbridge, Kent","Thomas, A L",Tonbridge School,Tonbridge,Secondary ,Private,,57,"Specimens sent to. [1-14] Fibres, [15-19] Oil seeds, [20-26] Pulses [27-29] Cereals [28-34] Gums & Resins [35-38] Drugs [39-42] Tans [43-48] Miscellaneous [49-67]   Woods. Information on most of the above is given in the Kew Museum guides",https://biodiversitylibrary.org/page/57407742,
